time	V(h)
1.092715645313112e-005	8.502232e-001
1.107938732516562e-005	8.451719e-001
1.124174578836400e-005	8.424652e-001
1.144121329885682e-005	8.425058e-001
1.160146558113813e-005	8.448628e-001
1.174251568080506e-005	8.484297e-001
1.189458905829420e-005	8.530582e-001
1.207007358143292e-005	8.584440e-001
1.223976028210144e-005	8.628975e-001
1.241886369774827e-005	8.660876e-001
1.260338931255886e-005	8.672869e-001
1.282545186561645e-005	8.661786e-001
1.300332280870818e-005	8.636044e-001
1.317389590615826e-005	8.600770e-001
1.336062293244491e-005	8.558803e-001
1.356554934023512e-005	8.517063e-001
1.376942489679538e-005	8.486829e-001
1.398935814377050e-005	8.471568e-001
1.424303386103575e-005	8.473713e-001
1.443691584367813e-005	8.486941e-001
1.463470655710612e-005	8.506430e-001
1.489023341514184e-005	8.530377e-001
1.512083204782948e-005	8.543908e-001
1.538543914915453e-005	8.545032e-001
1.566964276203246e-005	8.531235e-001
1.589368214285227e-005	8.512094e-001
1.613282041861688e-005	8.489040e-001
1.642777312714531e-005	8.465165e-001
1.670583630166572e-005	8.452267e-001
1.704497716295639e-005	8.449476e-001
1.734361050018106e-005	8.454494e-001
1.764385324935967e-005	8.460652e-001
1.799155523593249e-005	8.461875e-001
1.833201924191923e-005	8.453900e-001
1.880043853929653e-005	8.433576e-001
1.923591408492387e-005	8.414326e-001
1.963941823898621e-005	8.402537e-001
2.007818640651138e-005	8.397240e-001
2.045916726332523e-005	8.394957e-001
2.090117369577936e-005	8.389321e-001
2.138407511160841e-005	8.377327e-001
2.193721271407325e-005	8.360345e-001
2.255227469047222e-005	8.344162e-001
2.312097140954181e-005	8.333580e-001
2.373047778005487e-005	8.323157e-001
2.444784883356953e-005	8.307422e-001
2.516588676963225e-005	8.289494e-001
2.593331493611657e-005	8.272065e-001
2.679206284085775e-005	8.254758e-001
2.765974208393979e-005	8.236190e-001
2.872020434837137e-005	8.211908e-001
2.981642545582840e-005	8.187881e-001
3.108943017215948e-005	8.160658e-001
3.271198573633377e-005	8.124920e-001
3.435988180040177e-005	8.088892e-001
3.634289264617560e-005	8.045967e-001
3.915456415269913e-005	7.984693e-001
4.198803532439911e-005	7.923286e-001
4.540424727038814e-005	7.849401e-001
4.946848572029753e-005	7.761694e-001
6.336124710680395e-005	7.464434e-001
8.850227556549343e-005	6.935502e-001
1.093080724987532e-004	6.507402e-001
1.399888376667088e-004	5.890765e-001
1.741685251667088e-004	5.224031e-001
2.083482126667088e-004	4.580464e-001
2.425279001667088e-004	3.961358e-001
2.767075876667088e-004	3.367292e-001
3.108872751667088e-004	2.798723e-001
3.450669626667088e-004	2.255984e-001
3.792466501667089e-004	1.739300e-001
4.134263376667089e-004	1.248787e-001
4.476060251667089e-004	7.816103e-002
4.668203125000000e-004	5.283535e-002
4.698203125000001e-004	4.903210e-002
4.776492932167847e-004	3.915879e-002
4.848008402098212e-004	3.026872e-002
4.924367928209459e-004	2.087438e-002
4.934367928209459e-004	1.964683e-002
4.954367928209460e-004	1.720636e-002
4.978735856418921e-004	1.426238e-002
4.992528287162157e-004	1.258801e-002
5.000000000000000e-004	1.169284e-002
5.010000000000000e-004	1.050082e-002
5.010022018398634e-004	8.434167e-003
5.010066055195899e-004	4.506564e-003
5.010114098750077e-004	5.809915e-004
5.010160014514828e-004	-2.749606e-003
5.010219781811700e-004	-6.493430e-003
5.010293707738203e-004	-1.028702e-002
5.010391251345535e-004	-1.397102e-002
5.010510936042688e-004	-1.655873e-002
5.010666531979324e-004	-1.698767e-002
5.010864311476160e-004	-1.339915e-002
5.011128768454145e-004	-3.451953e-003
5.011373736947966e-004	9.284362e-003
5.011595802153345e-004	2.251712e-002
5.011774067982370e-004	3.328311e-002
5.011954860613062e-004	4.353315e-002
5.012139175472635e-004	5.254461e-002
5.012418085680211e-004	6.292870e-002
5.012748945586908e-004	7.050649e-002
5.013088601378955e-004	7.321394e-002
5.013428914538545e-004	7.158996e-002
5.013845172710576e-004	6.581943e-002
5.014404014604399e-004	5.494281e-002
5.014917249484588e-004	4.221015e-002
5.015667122289752e-004	1.717880e-002
5.016400500931867e-004	-1.872643e-002
5.017402606913240e-004	-8.854034e-002
5.018362696192182e-004	-1.727924e-001
5.018700461872133e-004	-2.075979e-001
5.019375993232035e-004	-2.849991e-001
5.020000000000001e-004	-3.606124e-001
5.020062400676798e-004	-3.635189e-001
5.020187202030390e-004	-3.715273e-001
5.020436804737576e-004	-3.939519e-001
5.020600519745245e-004	-4.135146e-001
5.020809211565312e-004	-4.445165e-001
5.021010619863278e-004	-4.787450e-001
5.021156018941997e-004	-5.058740e-001
5.021271037692564e-004	-5.286160e-001
5.021388575353309e-004	-5.526562e-001
5.021511011348601e-004	-5.782195e-001
5.021661638779389e-004	-6.099961e-001
5.021794254735630e-004	-6.379786e-001
5.021922591657729e-004	-6.648112e-001
5.022061597245796e-004	-6.933710e-001
5.022203207923137e-004	-7.217394e-001
5.022358586311193e-004	-7.517600e-001
5.022579305840645e-004	-7.922935e-001
5.022885549479504e-004	-8.447444e-001
5.023340126034384e-004	-9.170660e-001
5.023657606225860e-004	-9.645751e-001
5.023889945255731e-004	-9.979070e-001
5.024108509249415e-004	-1.028600e+000
5.024346063245599e-004	-1.061490e+000
5.024581543699629e-004	-1.093562e+000
5.024920449973067e-004	-1.137977e+000
5.025598262519941e-004	-1.220216e+000
5.026250320981535e-004	-1.288360e+000
5.026987274368257e-004	-1.347875e+000
5.027808174084736e-004	-1.389325e+000
5.029151254961544e-004	-1.410419e+000
5.030606110839652e-004	-1.382432e+000
5.031747850521257e-004	-1.322416e+000
5.032891204680282e-004	-1.232646e+000
5.034071710910823e-004	-1.121060e+000
5.035208764101747e-004	-1.004709e+000
5.036267228353575e-004	-8.960006e-001
5.037332120477979e-004	-7.932769e-001
5.038411559361216e-004	-7.020209e-001
5.039503613429426e-004	-6.277941e-001
5.040617284482695e-004	-5.742195e-001
5.041743586737947e-004	-5.457147e-001
5.043117299596907e-004	-5.453222e-001
5.044769327929286e-004	-5.847750e-001
5.046317628347917e-004	-6.523284e-001
5.047482722570634e-004	-7.183734e-001
5.048558552253521e-004	-7.857412e-001
5.049654834143690e-004	-8.545891e-001
5.050782738837733e-004	-9.205452e-001
5.052017258702306e-004	-9.827839e-001
5.053154394265990e-004	-1.026006e+000
5.054738836921683e-004	-1.060136e+000
5.056600915979711e-004	-1.066035e+000
5.058369423476495e-004	-1.039837e+000
5.060077365775026e-004	-9.913102e-001
5.061342432171955e-004	-9.456360e-001
5.062433682102976e-004	-9.031426e-001
5.063540536647403e-004	-8.610430e-001
5.064673260160372e-004	-8.219121e-001
5.065801161607763e-004	-7.893690e-001
5.067002529681287e-004	-7.646767e-001
5.068697833692805e-004	-7.481248e-001
5.070742676662818e-004	-7.514384e-001
5.072331507659309e-004	-7.699179e-001
5.073478390321750e-004	-7.913592e-001
5.074535139772777e-004	-8.150366e-001
5.075631147751009e-004	-8.411006e-001
5.076745091138883e-004	-8.672016e-001
5.077896483830107e-004	-8.920068e-001
5.079019959001981e-004	-9.125505e-001
5.080176669741375e-004	-9.281018e-001
5.081805059198086e-004	-9.396381e-001
5.083758743275211e-004	-9.398069e-001
5.085475377832737e-004	-9.288293e-001
5.086847072479342e-004	-9.135224e-001
5.088017885799806e-004	-8.973740e-001
5.089113297853498e-004	-8.812084e-001
5.090268094531060e-004	-8.644568e-001
5.091409356352563e-004	-8.493205e-001
5.092544880608367e-004	-8.366175e-001
5.093699908976699e-004	-8.272256e-001
5.095373536266498e-004	-8.202734e-001
5.097349884086451e-004	-8.201683e-001
5.098663981428224e-004	-8.249706e-001
5.099787401775597e-004	-8.321722e-001
5.100937635989270e-004	-8.413449e-001
5.102037960798260e-004	-8.509891e-001
5.103204462288305e-004	-8.613222e-001
5.104474375359266e-004	-8.718208e-001
5.105705493528019e-004	-8.804711e-001
5.107021560934038e-004	-8.872852e-001
5.108532532167520e-004	-8.913925e-001
5.110536461215489e-004	-8.913903e-001
5.112365896040159e-004	-8.868816e-001
5.113770534215812e-004	-8.808292e-001
5.114955482412836e-004	-8.745329e-001
5.116296067989406e-004	-8.670282e-001
5.117761450781496e-004	-8.592637e-001
5.119229254453180e-004	-8.527052e-001
5.120754817746129e-004	-8.478516e-001
5.122380804694925e-004	-8.453673e-001
5.124405505258330e-004	-8.458537e-001
5.126455007022550e-004	-8.495057e-001
5.128337417405625e-004	-8.548196e-001
5.130045568052062e-004	-8.602712e-001
5.131753981411814e-004	-8.653144e-001
5.133490376542056e-004	-8.692163e-001
5.135304179659149e-004	-8.714110e-001
5.137347909347711e-004	-8.714500e-001
5.139585126444323e-004	-8.690937e-001
5.141472311655682e-004	-8.656883e-001
5.143320982883199e-004	-8.617803e-001
5.145388970656009e-004	-8.577099e-001
5.147402360478944e-004	-8.547811e-001
5.149590826195877e-004	-8.532711e-001
5.152034671391621e-004	-8.535153e-001
5.154117412086160e-004	-8.550432e-001
5.156145313255974e-004	-8.572385e-001
5.158421465166141e-004	-8.596982e-001
5.160847449213759e-004	-8.615860e-001
5.163325813826090e-004	-8.622257e-001
5.166201272434047e-004	-8.613935e-001
5.168639354207649e-004	-8.597088e-001
5.171071791589876e-004	-8.576632e-001
5.174053465154388e-004	-8.555345e-001
5.176810993044767e-004	-8.544880e-001
5.180150473447516e-004	-8.545130e-001
5.183312454762124e-004	-8.553717e-001
5.186368155516732e-004	-8.563506e-001
5.189857598426729e-004	-8.568991e-001
5.193245415533820e-004	-8.565189e-001
5.197867680132668e-004	-8.550516e-001
5.201845531723583e-004	-8.537247e-001
5.206050431544342e-004	-8.529129e-001
5.210219562489122e-004	-8.528320e-001
5.214123109478952e-004	-8.530517e-001
5.218547744536482e-004	-8.530433e-001
5.223394677622273e-004	-8.524451e-001
5.229606479870357e-004	-8.512730e-001
5.235566184746717e-004	-8.503983e-001
5.241566413956497e-004	-8.499761e-001
5.247827889121738e-004	-8.496137e-001
5.254950604833947e-004	-8.488523e-001
5.262271036219074e-004	-8.478639e-001
5.270106477491034e-004	-8.469978e-001
5.278651661388802e-004	-8.462542e-001
5.287529321361346e-004	-8.453544e-001
5.297944766108040e-004	-8.441549e-001
5.309217695194091e-004	-8.429743e-001
5.321759887071308e-004	-8.417103e-001
5.339384211600109e-004	-8.398180e-001
5.356299851904567e-004	-8.380324e-001
5.376771334446934e-004	-8.358965e-001
5.407350671247493e-004	-8.326495e-001
5.439713779636521e-004	-8.292323e-001
5.475595731208901e-004	-8.254291e-001
5.520184012876093e-004	-8.206931e-001
5.570956731804579e-004	-8.152951e-001
5.755240430032892e-004	-7.955326e-001
5.939524128261205e-004	-7.757096e-001
6.123807826489519e-004	-7.558260e-001
6.308091524717832e-004	-7.358819e-001
6.492375222946146e-004	-7.158773e-001
6.676658921174459e-004	-6.958121e-001
6.860942619402772e-004	-6.756864e-001
7.202739494402773e-004	-6.385113e-001
7.544536369402773e-004	-6.014952e-001
7.886333244402773e-004	-5.647529e-001
8.228130119402774e-004	-5.283903e-001
8.569926994402774e-004	-4.925042e-001
8.911723869402774e-004	-4.571832e-001
9.253520744402775e-004	-4.225072e-001
9.595317619402775e-004	-3.883867e-001
9.658203125000000e-004	-3.821941e-001
9.752027831537159e-004	-3.730430e-001
9.812453811835764e-004	-3.671750e-001
9.910618379132812e-004	-3.577052e-001
9.955697950926046e-004	-3.533958e-001
9.958701105178887e-004	-3.531111e-001
9.964707413684570e-004	-3.525303e-001
9.974482686863928e-004	-3.515736e-001
9.985048952611607e-004	-3.505651e-001
9.990293715669632e-004	-3.500788e-001
9.993035061919521e-004	-3.498205e-001
9.996168029062251e-004	-3.495184e-001
1.000000000000000e-003	-3.491445e-001
1.000000843827068e-003	-3.483207e-001
1.000002531481202e-003	-3.467135e-001
1.000005313583037e-003	-3.441777e-001
1.000008111623367e-003	-3.417900e-001
1.000012454806298e-003	-3.383866e-001
1.000017116093484e-003	-3.351233e-001
1.000023865759854e-003	-3.310753e-001
1.000031596635341e-003	-3.273643e-001
1.000042211545796e-003	-3.237872e-001
1.000054725824249e-003	-3.216859e-001
1.000071653896821e-003	-3.221608e-001
1.000092790432942e-003	-3.273470e-001
1.000125380933428e-003	-3.414229e-001
1.000146067127746e-003	-3.528756e-001
1.000163609087454e-003	-3.635803e-001
1.000180996875914e-003	-3.740416e-001
1.000198591642191e-003	-3.838108e-001
1.000219256819368e-003	-3.935251e-001
1.000247611471291e-003	-4.032822e-001
1.000283643325502e-003	-4.096458e-001
1.000337501351814e-003	-4.101109e-001
1.000386874426415e-003	-4.042976e-001
1.000435997500850e-003	-3.947208e-001
1.000489319418896e-003	-3.816531e-001
1.000555849217659e-003	-3.596216e-001
1.000646438286508e-003	-3.160521e-001
1.000734453673505e-003	-2.552795e-001
1.000838380473967e-003	-1.638786e-001
1.000871271053917e-003	-1.300451e-001
1.000937052213818e-003	-5.458304e-002
1.001000000000000e-003	2.169514e-002
1.001006294778618e-003	2.463111e-002
1.001018884335855e-003	3.273372e-002
1.001044063450328e-003	5.543133e-002
1.001060402097887e-003	7.502005e-002
1.001081351812783e-003	1.062328e-001
1.001101511033920e-003	1.414012e-001
1.001140724241554e-003	2.175634e-001
1.001156626876207e-003	2.502659e-001
1.001167546344423e-003	2.733787e-001
1.001178349982406e-003	2.962422e-001
1.001192563417848e-003	3.260550e-001
1.001205516405478e-003	3.527569e-001
1.001220635367783e-003	3.831455e-001
1.001235532123847e-003	4.120160e-001
1.001258251687057e-003	4.538600e-001
1.001287492605651e-003	5.037948e-001
1.001345974442839e-003	5.961312e-001
1.001374532654058e-003	6.384802e-001
1.001394977707848e-003	6.674813e-001
1.001415306827078e-003	6.958045e-001
1.001440339356307e-003	7.302319e-001
1.001464356082192e-003	7.626736e-001
1.001503951743131e-003	8.141183e-001
1.001563716414371e-003	8.856529e-001
1.001632033623305e-003	9.559192e-001
1.001700781315121e-003	1.010270e+000
1.001788138406960e-003	1.052951e+000
1.001917840258073e-003	1.073496e+000
1.002044619602093e-003	1.050889e+000
1.002156730017240e-003	9.950043e-001
1.002268892609245e-003	9.099076e-001
1.002407296403582e-003	7.807214e-001
1.002540129306735e-003	6.455652e-001
1.002649447414122e-003	5.343496e-001
1.002759508737711e-003	4.306127e-001
1.002867558765482e-003	3.430040e-001
1.002976197468177e-003	2.738686e-001
1.003086274188611e-003	2.261268e-001
1.003198545914771e-003	2.020683e-001
1.003316956383721e-003	2.047165e-001
1.003475603052070e-003	2.452878e-001
1.003647287640308e-003	3.219681e-001
1.003777841360855e-003	3.969569e-001
1.003886630674531e-003	4.653285e-001
1.004000799331239e-003	5.360904e-001
1.004112991094723e-003	5.997170e-001
1.004225612668952e-003	6.536851e-001
1.004340192874307e-003	6.936756e-001
1.004507656251439e-003	7.236004e-001
1.004704466867462e-003	7.227363e-001
1.004864061098297e-003	6.950141e-001
1.005001977946378e-003	6.538507e-001
1.005138400400833e-003	6.039776e-001
1.005251010773190e-003	5.602192e-001
1.005365231103138e-003	5.170320e-001
1.005480309130650e-003	4.778315e-001
1.005593416660916e-003	4.461365e-001
1.005719585275314e-003	4.216661e-001
1.005891881489292e-003	4.066732e-001
1.006078206905668e-003	4.120218e-001
1.006268158949150e-003	4.367229e-001
1.006407709595294e-003	4.643143e-001
1.006515994037346e-003	4.893939e-001
1.006625866813419e-003	5.155302e-001
1.006736680597824e-003	5.405597e-001
1.006849534884568e-003	5.630713e-001
1.006963371874370e-003	5.811011e-001
1.007103638169073e-003	5.953209e-001
1.007283384176718e-003	6.004398e-001
1.007520019652392e-003	5.900383e-001
1.007683373637358e-003	5.735350e-001
1.007800987303306e-003	5.575083e-001
1.007909083239497e-003	5.415046e-001
1.008025293712774e-003	5.245382e-001
1.008139015784673e-003	5.093083e-001
1.008252732698105e-003	4.964077e-001
1.008367961073683e-003	4.868150e-001
1.008532699142303e-003	4.796035e-001
1.008728279465186e-003	4.794182e-001
1.008894626165635e-003	4.858252e-001
1.009029642518779e-003	4.949163e-001
1.009146358744517e-003	5.046203e-001
1.009256290654342e-003	5.143886e-001
1.009384090240684e-003	5.254796e-001
1.009507474130022e-003	5.350695e-001
1.009636106609324e-003	5.431249e-001
1.009766743778003e-003	5.484965e-001
1.009945882358784e-003	5.510068e-001
1.010164067664541e-003	5.481913e-001
1.010322228560159e-003	5.426051e-001
1.010445796832472e-003	5.364290e-001
1.010570982627121e-003	5.294370e-001
1.010721202586923e-003	5.211195e-001
1.010864055353047e-003	5.140914e-001
1.011017113684851e-003	5.082567e-001
1.011170409126883e-003	5.047192e-001
1.011349742320254e-003	5.037511e-001
1.011565128045497e-003	5.061010e-001
1.011723723469044e-003	5.098242e-001
1.011874247457507e-003	5.144533e-001
1.012052715351238e-003	5.201462e-001
1.012217633984700e-003	5.247622e-001
1.012399558431842e-003	5.284077e-001
1.012578664046180e-003	5.300184e-001
1.012798321159425e-003	5.294123e-001
1.012993833008037e-003	5.269333e-001
1.013171389438330e-003	5.234968e-001
1.013357638926463e-003	5.194885e-001
1.013562754550983e-003	5.154778e-001
1.013765749399732e-003	5.126186e-001
1.013985471616558e-003	5.112489e-001
1.014236940931079e-003	5.116426e-001
1.014430519693562e-003	5.131174e-001
1.014627657944563e-003	5.152505e-001
1.014857049761532e-003	5.176656e-001
1.015099766954481e-003	5.194491e-001
1.015349327305530e-003	5.199630e-001
1.015639282437933e-003	5.189844e-001
1.015873804235904e-003	5.172762e-001
1.016113806919142e-003	5.151927e-001
1.016411134304982e-003	5.130107e-001
1.016686855796795e-003	5.119159e-001
1.017022023716858e-003	5.118815e-001
1.017335418250502e-003	5.126714e-001
1.017639968089858e-003	5.135827e-001
1.017988514751899e-003	5.140526e-001
1.018327318716253e-003	5.135955e-001
1.018790126284427e-003	5.120223e-001
1.019188389070991e-003	5.106066e-001
1.019608472806609e-003	5.097063e-001
1.020025580775344e-003	5.095373e-001
1.020415012207832e-003	5.096734e-001
1.020856987983736e-003	5.095698e-001
1.021341292464804e-003	5.088672e-001
1.021962776698393e-003	5.075600e-001
1.022557750380253e-003	5.065590e-001
1.023157876651951e-003	5.060091e-001
1.023783913228144e-003	5.055145e-001
1.024495699601825e-003	5.046037e-001
1.025227145050020e-003	5.034618e-001
1.026009662080707e-003	5.024326e-001
1.026863645364826e-003	5.015123e-001
1.027749737337392e-003	5.004318e-001
1.028791069282484e-003	4.990186e-001
1.029915419081216e-003	4.976115e-001
1.031169022456657e-003	4.960955e-001
1.032936155960165e-003	4.938453e-001
1.034619653170312e-003	4.917358e-001
1.036670343639404e-003	4.891980e-001
1.039742825626918e-003	4.853495e-001
1.042955521402743e-003	4.813578e-001
1.046554293634217e-003	4.768903e-001
1.050994420760402e-003	4.713932e-001
1.056074396134222e-003	4.651347e-001
1.091273892406734e-003	4.224938e-001
1.116481244468433e-003	3.927706e-001
1.150660931968433e-003	3.534783e-001
1.184840619468432e-003	3.154032e-001
1.219020306968432e-003	2.786817e-001
1.253199994468432e-003	2.433631e-001
1.287379681968432e-003	2.094879e-001
1.321559369468432e-003	1.770888e-001
1.355739056968432e-003	1.461906e-001
1.389918744468432e-003	1.168117e-001
1.424098431968432e-003	8.896293e-002
1.458278119468432e-003	6.236092e-002
1.466820312500000e-003	5.597697e-002
1.483904698563137e-003	4.356446e-002
1.484904698563136e-003	4.283791e-002
1.486904698563136e-003	4.140585e-002
1.490391784495456e-003	3.894923e-002
1.494000749876249e-003	3.640095e-002
1.495000749876249e-003	3.570528e-002
1.497000749876248e-003	3.431148e-002
1.498000749876248e-003	3.360850e-002
1.498198133734766e-003	3.347116e-002
1.498395517593285e-003	3.333477e-002
1.498592901451803e-003	3.319932e-002
1.498790285310322e-003	3.306480e-002
1.498987669168840e-003	3.293124e-002
1.499185053027359e-003	3.279861e-002
1.499382436885878e-003	3.266693e-002
1.499766373524248e-003	3.240091e-002
1.500232126723259e-003	3.207223e-002
1.501000000000000e-003	3.152794e-002
1.501001690580343e-003	2.991835e-002
1.501005071741029e-003	2.683295e-002
1.501009359516724e-003	2.319782e-002
1.501013517277126e-003	2.001168e-002
1.501018852339924e-003	1.640927e-002
1.501025446681526e-003	1.264335e-002
1.501034147155592e-003	8.757398e-003
1.501044842959354e-003	5.572170e-003
1.501058668956477e-003	3.883339e-003
1.501076042371312e-003	5.265475e-003
1.501099563718078e-003	1.199904e-002
1.501125760788991e-003	2.402611e-002
1.501150097390959e-003	3.787400e-002
1.501168148567832e-003	4.885060e-002
1.501185579478960e-003	5.918236e-002
1.501203161542765e-003	6.860836e-002
1.501226232125515e-003	7.878176e-002
1.501255866505161e-003	8.777461e-002
1.501295848123522e-003	9.355616e-002
1.501334514666062e-003	9.350176e-002
1.501370737346223e-003	8.939847e-002
1.501419795821813e-003	8.058232e-002
1.501470800725940e-003	6.907439e-002
1.501535330220219e-003	4.970935e-002
1.501622804185221e-003	1.116991e-002
1.501721575632900e-003	-5.225762e-002
1.501814971998399e-003	-1.289174e-001
1.501825378296835e-003	-1.387921e-001
1.501846190893706e-003	-1.602883e-001
1.501887816087448e-003	-2.050992e-001
1.501942132949866e-003	-2.672794e-001
1.502000000000000e-003	-3.391145e-001
1.502004898653271e-003	-3.409496e-001
1.502011430190965e-003	-3.443153e-001
1.502024493266353e-003	-3.534884e-001
1.502041156894307e-003	-3.691042e-001
1.502059141324584e-003	-3.907536e-001
1.502079119097152e-003	-4.202255e-001
1.502102882783119e-003	-4.607028e-001
1.502117435000215e-003	-4.879628e-001
1.502128339177030e-003	-5.096323e-001
1.502137919692711e-003	-5.292560e-001
1.502147678836000e-003	-5.496074e-001
1.502157193710516e-003	-5.696590e-001
1.502170185183062e-003	-5.971346e-001
1.502184056066951e-003	-6.263419e-001
1.502197538924412e-003	-6.543712e-001
1.502211600563203e-003	-6.829989e-001
1.502226124439806e-003	-7.117035e-001
1.502244022734644e-003	-7.456335e-001
1.502268771400687e-003	-7.898320e-001
1.502307072323201e-003	-8.533907e-001
1.502348202599661e-003	-9.170632e-001
1.502374178918812e-003	-9.551796e-001
1.502396320541250e-003	-9.866437e-001
1.502418219337079e-003	-1.017234e+000
1.502443837923983e-003	-1.052517e+000
1.502469796898753e-003	-1.087481e+000
1.502515545554797e-003	-1.146378e+000
1.502572881002647e-003	-1.213604e+000
1.502642604737178e-003	-1.282823e+000
1.502711999615437e-003	-1.334457e+000
1.502808640342963e-003	-1.376584e+000
1.502937844398861e-003	-1.388024e+000
1.503085888752111e-003	-1.348831e+000
1.503202175409913e-003	-1.280633e+000
1.503318526492169e-003	-1.183624e+000
1.503447250030235e-003	-1.058111e+000
